clientnum,total_relationship_count,total_revolving_bal,total_amt_chng_q4_q1,total_trans_amt,total_ct_chng_q4_q1,total_trans_ct
716306583,3,2517,0.586,2325,0.731,45
716304483,3,2372,0.7,5029,0.792,86
716303583,5,1617,0.715,4858,0.738,73
716302383,3,2081,0.909,1581,0.833,44
716299608,2,0,0.458,1990,0.192,31
716298633,5,1792,0.859,5774,0.909,84
716297658,4,0,0.635,2405,0.667,55
716296833,2,0,0.803,14042,0.766,113
716292033,6,0,0.568,4815,0.787,84
716290233,6,0,0.563,1352,0.944,35
716288958,3,0,0.726,4062,0.578,71
716288208,2,0,0.706,7549,0.638,77
716285358,3,1017,0.82,2801,0.519,79
716284308,3,2175,0.582,1319,0.545,34
716283108,2,1133,0.743,7986,0.6,88
716282208,3,0,0.163,1702,0.125,36
716279508,2,2517,0.869,2639,0.643,46
716277558,4,1961,0.744,1779,0.808,47
716273133,2,0,0.61,4853,0.592,78
716272158,5,2517,0.741,2693,0.436,56
716271183,3,0,0.547,1720,0.4,42
716269308,4,1362,0.661,4192,0.731,90
716264358,2,1836,1.432,2398,0.88,47
716263533,3,1464,1.25,3166,0.946,72
716262708,1,718,0.571,4447,0.821,71
716260833,6,2517,1.062,8331,0.853,63
716258358,1,1534,0.701,7009,0.708,82
716256483,6,1824,0.711,4232,0.633,80
716253858,2,1956,0.675,1740,0.536,43
716251608,6,0,0.989,4355,0.977,87
716249508,3,0,0.424,4243,0.848,85
716247708,2,1848,0.775,14149,0.689,103
716246733,4,1528,0.698,4681,0.868,71
716245833,6,2517,0.615,4473,0.489,67
716244933,3,0,0.827,4674,0.74,87
716244033,2,906,0.676,1741,0.421,27
716239383,5,0,0.611,4138,0.771,85
716238483,3,2352,1.008,9138,0.9,76
716237508,4,2507,0.751,4501,0.641,64
716236683,4,1487,0.581,4143,1.029,71
716235783,3,866,0.572,4047,0.667,75
716231133,5,1286,0.571,3453,1.08,52
716230158,4,2000,0.754,4272,0.596,83
716229108,2,2262,0.653,4674,0.585,84
716225433,6,2517,0.985,3103,0.625,65
716223708,3,710,0.731,791,0.833,22
716222808,6,1170,1.297,1785,1.143,45
716219808,5,0,0.723,1742,0.323,41
716218908,6,919,0.652,2635,1.263,43
716216958,6,883,0.688,4386,0.537,63
716214108,1,0,0.592,4892,0.818,80
716212383,5,2415,0.933,4619,0.372,59
716211258,6,0,0.464,1966,1.15,43
716210283,6,2517,0.445,1618,1.312,37
716207508,5,1517,0.624,1981,0.357,38
716204883,5,1728,0.669,3935,1,66
716203308,6,1692,0.62,1220,0.692,22
716201883,2,1381,0.949,14696,0.966,114
716201133,4,0,0.592,4279,0.767,76
716199408,2,2517,1.057,4907,0.559,53
716198358,4,1887,0.8,1852,0.618,55
716194683,4,1138,0.826,2155,0.714,48
716186883,3,933,0.821,4120,0.773,78
716183283,5,890,1.024,3563,0.892,70
716181858,1,0,0.709,4633,0.634,67
716178483,4,0,0.569,4334,0.578,71
716177583,6,0,0.657,4722,0.745,89
716176683,5,1748,0.663,4460,1.053,78
716174433,3,1134,1.479,2489,0.742,54
716171358,2,2222,0.731,4460,0.771,85
716170308,5,2003,0.936,4715,0.72,86
716169258,3,1560,0.573,1468,0.76,44
716165508,2,0,0.585,4498,0.649,94
716162583,6,2517,0.615,1931,0.425,57
716160708,4,1677,0.742,5225,0.679,94
716159958,2,1329,0.74,14238,0.755,93
716157408,4,0,0.556,4229,1.086,73
716156508,3,0,0.64,4095,0.75,63
716154258,3,1482,0.941,2023,0.542,37
716151858,5,1893,0.804,15372,0.796,97
716150358,3,2070,0.747,14805,0.769,115
716149383,6,895,0.658,1703,0.371,48
716147658,2,1601,0.649,4739,0.792,86
716144058,6,0,0.928,1886,0.65,66
716142858,3,1391,0.662,3914,0.75,77
716139933,3,1710,1.223,2552,1.227,49
716138958,6,1180,1,3740,0.7,68
716136333,5,2517,0.718,2725,0.519,41
716134533,4,0,1.199,4406,0.739,80
716131083,6,2157,0.901,4640,0.605,69
716129208,3,0,0.752,1678,0.8,36
716128083,5,2002,0.599,1191,0.545,34
716127333,5,484,0.557,2300,0.552,45
716124408,2,1692,0.983,7486,0.73,64
716123283,3,0,0.64,14873,0.714,120
716122008,3,0,0.988,2544,0.929,27
716118633,6,2177,0.824,4328,0.622,73
716116383,1,2517,0.765,4682,0.711,77
716112933,3,592,0.236,644,0.154,15
716111808,5,2011,0.466,1723,0.75,28
716108283,6,1579,0.836,4833,0.673,82
716107158,5,431,0.887,3098,0.438,46
716106108,2,0,0.663,13376,0.72,129
716104983,6,2117,1.162,1617,2.875,31
716102583,6,2517,0.957,1959,1,56
716101308,6,0,0.857,4251,0.714,60
716099958,3,1867,0.947,3348,0.282,50
716098683,2,1816,0.678,7985,0.603,93
716096358,5,2253,0.688,3753,0.909,63
716094333,6,1459,0.964,2750,0.9,57
716093133,5,2137,0.553,3831,0.511,68
716089983,3,1732,0.804,2015,0.704,46
716088783,1,0,1.057,8169,0.585,65
716079708,5,2373,0.697,4647,0.806,65
716077458,4,1121,0.604,3188,0.651,71
716075208,4,2029,0.768,1874,0.52,38
716071233,5,1934,0.626,4613,0.553,73
716068683,3,1535,1.042,3093,0.878,77
716067333,2,945,0.816,4553,0.714,84
716063583,1,2109,0.953,8642,0.7,85
716060358,2,913,0.917,4952,0.745,82
716059608,4,1505,0.78,3277,0.558,67
716056158,3,0,0.631,2395,0.361,49
716053083,2,0,0.433,837,1,18
716045508,2,1054,0.775,7963,0.574,85
716044383,5,0,0.713,4191,0.857,65
716043258,6,870,0.694,1745,0.577,41
716041908,5,805,1.049,4383,0.875,75
716040783,3,0,0.41,4178,0.467,66
716039433,4,1271,1.087,3445,0.73,64
716038533,3,902,0.834,1438,0.591,35
716037708,6,1021,0.557,3240,0.588,54
716033508,1,1434,1.172,4514,1.2,66
716032233,5,1805,0.65,3981,0.667,65
716029158,6,1366,0.63,1480,0.458,35
716028108,6,0,0.891,4667,0.93,83
716027208,4,706,1.317,1110,0.349,58
716024808,3,2418,0.601,938,0.4,21
716023533,6,1996,0.719,4334,0.884,81
716022258,3,2222,0.382,1853,0.333,40
716019333,6,1789,0.865,4091,0.907,82
716014983,6,1902,0.81,3755,0.833,77
716013858,3,1434,0.543,5002,0.66,78
716009883,1,585,0.624,4245,0.897,74
716007708,3,1279,0.864,4814,1.212,73
716004258,1,2092,0.709,17634,0.667,120
716002458,1,656,0.885,15691,0.68,126
715999608,4,1649,0.93,1378,1.167,26
715996983,5,2481,1.302,1747,1.214,31
715995933,6,1631,0.99,4619,0.694,83
715993608,6,2517,0.758,1686,0.724,50
715992558,4,1628,0.542,1968,0.735,59
715989108,3,1834,0.769,12841,0.786,100
715987758,3,0,1.012,3081,0.667,50
715986258,3,1675,0.514,4037,0.447,68
715984908,4,1882,0.803,4850,0.826,84
715980258,1,2511,0.731,4811,0.925,77
715976433,4,1885,0.643,4212,0.744,75
715974783,4,0,0.888,4590,0.816,69
715973583,6,1047,0.61,1378,0.429,30
715971108,3,1763,1.266,1550,1.05,41
715970133,6,0,0.699,3448,0.635,103
715968858,4,1630,0.521,1822,0.32,33
715964058,5,726,0.63,5105,1.026,79
715960308,3,2517,0.562,2016,0.69,49
715958583,1,1158,0.563,3588,0.432,63
715957233,5,2018,0.42,4694,0.786,75
715956258,3,0,0.681,1974,0.364,60
715955208,3,1833,0.56,4530,0.846,72
715954158,3,931,0.575,2433,0.381,29
715952883,5,1125,1.363,1765,1.615,34
715950483,3,725,0.704,2397,0.296,35
715948833,4,1353,0.612,5031,0.646,79
715942683,3,0,0.813,2346,0.651,71
715941633,3,0,0.718,3800,0.533,69
715940358,6,2387,0.76,1804,0.75,49
715937133,6,2299,0.716,1601,0.5,48
715934283,6,1639,0.986,3046,1.154,56
715932708,4,1614,0.696,4365,0.875,75
715928808,3,1218,0.593,4580,1.419,75
715923408,4,1254,0.549,14999,0.719,110
715921758,5,0,0.579,2882,0.619,68
715919283,3,0,0.518,2201,0.292,31
715915458,5,1644,1.052,1151,1.385,31
715910883,5,1384,0.77,4532,0.649,94
715908558,1,1584,0.738,7566,0.6,88
715905633,3,1433,0.955,3433,0.943,68
715904433,1,0,0.453,2055,0.314,46
715901508,6,2307,0.912,1843,0.72,43
715898058,5,0,0.539,1656,0.367,41
715893633,4,1084,0.974,4755,0.761,81
715891533,1,1305,0.702,5458,0.75,84
715884858,5,843,1.008,1470,0.4,28
715883358,3,1509,0.898,1454,1.071,29
715880283,4,982,0.651,4649,0.816,89
715878183,4,723,0.815,1517,0.65,33
715872333,3,1998,0.829,1344,1.1,21
715870758,4,1018,1.129,2350,0.774,55
715866033,5,1352,0.509,3840,0.565,72
715864983,5,0,0.641,4870,0.844,83
715859058,6,2165,0.676,1369,0.542,37
715858008,2,2517,0.352,1224,0.409,31
715857183,3,1296,0.911,2150,0.87,43
715856208,5,1119,0.671,4028,0.767,76
715855083,6,507,0.85,2793,0.595,67
715851333,2,1903,0.723,7376,0.54,97
715849983,4,0,0.975,4007,0.952,82
715848408,6,0,0.731,1257,0.44,36
715847058,3,1853,0.829,2462,0.29,40
715844733,6,877,0.644,4596,0.449,71
715843533,3,1256,0.949,2111,0.706,29
715842183,5,745,0.694,4004,0.683,69
715839708,2,2452,0.707,7111,0.608,82
715832058,2,1172,0.706,14414,0.815,98
715830558,6,397,0.914,7454,0.841,81
715829358,1,2517,0.73,4794,0.6,88
715827858,3,2173,1.456,1218,2.286,23
715825458,3,2239,0.445,6564,0.514,56
715824108,3,1291,0.878,4697,0.667,75
715822008,4,2175,1.368,1913,0.667,35
715821183,3,0,0.599,4083,0.744,68
715815783,3,0,0.637,4591,0.771,85
715814433,6,1160,0.446,3565,0.729,83
715812258,5,1539,0.645,1165,0.833,33
715808808,2,1216,0.771,13614,0.6,104
715807383,1,0,0.593,5248,0.745,89
715805133,6,1581,0.851,5532,0.841,81
715803933,4,1371,0.64,4422,0.585,65
715800708,3,2000,0.425,1560,0.483,43
715799808,4,0,0.776,6574,0.865,69
715798608,4,1066,0.606,4016,0.854,89
715797783,3,1863,0.735,4615,0.688,81
715785933,4,1655,0.636,1636,0.706,58
715784808,4,1678,0.771,3913,0.72,86
715783758,5,1295,0.557,1513,0.583,38
715779333,5,0,0.856,3895,0.578,71
715778358,6,797,1.133,3643,1.034,59
715776033,4,0,0.572,4116,0.7,68
715774833,4,940,0.594,3797,0.721,74
715773783,2,561,0.741,2558,0.652,38
715771608,3,1453,0.357,4147,0.949,76
715769958,3,1912,0.606,14969,0.763,104
715767033,5,0,0.76,4919,0.627,83
715765758,5,814,0.675,4217,0.5,72
715764483,3,974,0.517,1397,0.5,33
715762083,6,2030,0.56,2525,0.5,45
715760733,6,1885,0.531,1199,0.316,25
715759458,6,0,1.16,4066,0.682,74
715756683,3,1696,0.959,15237,0.734,111
715754133,2,1359,0.662,13212,0.646,107
715750758,6,1535,0.69,1602,0.591,35
715749858,5,1380,0.622,1723,0.55,31
715749108,5,2429,0.742,3205,0.727,57
715746633,3,689,0.985,4256,1.121,70
715745508,3,1279,1.116,1564,1.647,45
715742658,1,1421,0.739,12489,0.764,97
715739733,4,1141,0.715,5293,0.76,88
715737258,6,0,1.06,4917,0.75,84
715736283,3,0,0.783,4666,0.719,98
715735233,5,1598,0.971,1679,0.556,42
715732533,4,1625,0.532,2108,0.5,51
715731033,3,949,0.846,3569,0.571,77
715729683,1,1106,0.776,7936,0.767,76
715728108,1,1450,0.844,14330,0.638,131
715725858,6,1346,0.911,4893,0.81,76
715724808,5,2138,0.716,4370,0.886,83
715720083,6,0,1.002,3157,0.551,76
715719033,4,2517,0.862,3772,1,74
715717608,4,0,0.91,4813,0.755,86
715716333,6,0,0.894,4273,0.977,87
715714458,2,0,0.963,8753,0.949,76
715713408,3,0,0.82,15853,0.56,117
715710708,6,747,0.681,4583,0.52,76
715708308,3,1594,1.204,1338,2.222,29
715705683,4,1101,0.984,4578,0.892,70
715702758,4,0,0.992,1731,0.611,29
715701033,5,1761,0.753,2112,0.769,46
715699983,5,1233,1.521,1626,1.636,29
715698633,3,2376,0.822,2341,0.541,57
715694433,2,1177,0.821,13958,0.785,116
715691808,5,621,0.67,3955,0.756,72
715690908,4,1260,1.138,3418,0.733,78
715688958,3,2043,0.801,4550,0.75,84
715686183,6,0,0.636,4795,1.031,65
715684308,6,1636,0.637,1395,0.955,43
715682208,4,0,0.712,4629,0.652,76
715680933,4,1463,0.803,3369,0.774,55
715679733,5,1513,0.829,3462,0.558,67
715675458,6,578,0.55,3837,0.604,85
715674483,4,2517,0.939,1204,0.727,19
715672458,6,1264,0.796,4557,0.972,71
715671183,6,2517,0.972,9045,0.595,67
715670058,5,1662,0.504,3806,0.9,76
715664808,3,0,0.688,2427,0.645,51
715663458,2,651,0.717,5016,0.66,88
715662258,3,2060,0.804,3777,0.596,75
715660308,5,2412,0.823,2612,0.375,33
715659333,3,2517,0.982,4508,0.643,69
715657833,2,787,0.601,4956,0.745,89
715655283,6,1495,0.531,4420,0.711,65
715651833,3,0,0.881,1593,0.591,35
715650783,6,0,0.765,4906,0.667,75
715649358,1,0,0.928,7786,0.929,81
715645908,5,0,0.969,8480,0.821,71
715644633,1,820,0.908,5212,0.833,88
715640358,6,768,0.413,1334,0.429,40
715636533,4,0,0.886,4833,0.521,73
715630983,4,0,0.439,6317,0.833,77
715629783,6,980,0.731,4399,0.778,64
715628733,6,0,0.82,3157,0.844,59
715627833,6,1948,0.666,4539,0.705,75
715625658,3,1492,0.933,4603,0.706,87
715624533,1,1272,0.708,7730,0.54,97
715623483,4,1695,1.242,1457,1.412,41
715622508,6,0,0.712,2094,0.231,32
715617333,3,0,0.61,4957,0.872,88
715616358,5,1162,0.765,4405,0.811,67
715615233,5,1812,0.703,4507,0.955,86
715612983,5,1660,0.995,2336,1.722,49
715611933,6,2402,0.942,3632,0.676,62
715610733,6,1175,1.036,8193,0.65,66
715609533,1,0,0.621,1887,0.333,36
715607958,6,2201,0.714,4385,0.66,78
715603233,6,1460,0.658,4436,0.542,74
715601808,4,2253,1.032,16692,0.795,131
715600533,3,1357,0.687,13722,0.746,124
715599633,2,0,0.678,7686,0.618,89
715596783,3,1146,0.685,4333,0.714,72
715593783,4,1594,0.51,4286,0.636,72
715590258,1,2070,0.76,4700,0.643,69
715588908,3,0,1.411,3132,0.784,66
715588008,4,1659,0.556,2333,1.217,51
715585158,3,1617,0.578,1275,0.667,25
715583283,4,2087,0.754,4068,0.61,66
715581633,4,0,0.761,5085,0.587,73
715579233,4,1356,0.715,4861,0.762,74
715575258,1,1957,0.654,7823,0.722,93
715573758,1,1816,0.995,15226,0.712,113
715572783,6,0,0.579,4573,0.632,93
715571583,5,1915,0.897,4847,0.654,86
715570533,2,0,0.464,1632,0.333,44
715567608,4,1247,1.037,3964,0.854,76
715566408,1,1479,0.708,4404,0.75,77
715565058,3,0,0.469,4479,0.628,70
715563558,3,1057,1.197,2533,1.138,62
715555833,6,0,0.695,4167,0.593,86
715554708,2,1484,0.709,14949,0.727,114
715551783,1,1273,0.743,14603,0.687,113
715550508,5,2440,1.705,1312,1.222,20
715549158,2,0,0.734,4769,0.826,84
715548183,4,1670,0.735,3129,0.837,79
715547058,4,0,0.871,2707,0.5,51
715545933,6,2179,0.726,14268,0.8,99
715544883,4,630,0.64,13703,0.768,99
715543908,4,1173,0.653,1352,0.37,37
715542783,1,0,0.767,13234,0.84,92
715540233,6,2276,0.801,4615,0.837,79
715537383,5,1893,0.432,3934,0.592,78
715534083,2,1334,0.622,4043,0.738,73
715533108,4,955,0.855,2568,0.59,62
715532208,3,1504,0.766,3807,0.564,61
715530258,1,2517,0.651,2353,0.828,53
715528983,3,1646,0.542,1466,1.278,41
715524708,4,1710,0.816,1502,0.824,31
715522233,1,1523,0.724,4878,0.804,92
715519983,1,1448,0.925,8751,0.808,94
715518783,2,2029,0.751,13980,0.707,128
715517733,1,1962,0.686,936,0.25,25
715516458,5,2430,0.698,2602,0.433,43
715515333,2,2140,0.554,4024,0.614,92
715514133,3,0,0.671,1973,0.556,42
715511658,3,0,0.979,1431,0.688,27
715510683,3,1362,0.844,4665,0.745,82
715506258,6,2001,0.547,4477,0.66,83
715503558,6,2417,0.687,4127,0.479,71
715502808,4,1987,0.566,4442,0.767,76
715500558,3,774,1.126,4120,1,78
715499808,4,2517,0.465,1342,1,26
715499058,4,0,0.906,2775,0.435,33
715498308,4,1603,1.078,1575,0.519,41
715497558,6,0,0.868,2598,0.469,47
715496808,6,2487,0.571,4159,0.683,69
715496058,3,0,0.598,7832,0.78,73
715495308,5,2231,0.562,3923,1.028,73
715493733,2,0,1.009,9088,0.684,64
715492983,4,2517,0.9,4348,0.879,62
715491483,5,0,0.748,3693,0.722,62
715490733,5,1542,0.77,1211,0.4,35
715488483,1,0,0.619,4575,0.786,75
715487733,6,0,0.553,2287,0.5,42
715485483,3,0,0.419,1479,0.913,44
715482483,5,1421,0.712,2253,0.439,59
715480983,5,892,0.589,3403,0.417,68
715479483,5,1496,0.997,2079,0.425,57
715478733,5,2517,0.848,2292,0.862,54
715477233,3,1430,0.95,4037,1.029,69
715474833,3,1399,0.507,4389,0.68,84
715474083,3,1743,0.667,14638,0.722,93
715471833,5,0,0.479,4525,0.763,67
715469583,3,1250,0.74,7782,0.66,88
715468083,3,1686,0.562,3146,0.65,66
715466133,3,1410,0.835,4374,0.974,75
715463133,1,1427,0.706,3699,0.488,64
715462008,6,2096,0.477,2031,0.633,49
715459158,2,0,0.625,7821,0.672,97
715457658,3,1465,0.558,1757,0.548,48
715455708,3,1468,0.91,2361,0.633,49
715452408,4,987,0.879,4727,0.914,67
715449333,5,1540,1.142,2354,0.786,50
715448058,6,1824,0.771,1973,1.381,50
715447008,2,1817,0.678,5119,0.766,83
715445883,5,2105,0.832,4449,0.686,86
715445058,3,2517,0.805,2715,0.731,45
715443708,5,1286,0.712,1385,0.722,31
715442958,3,2517,1.048,1843,1.235,38
715440558,3,1888,0.561,3940,0.805,74
715436883,2,1582,0.76,7719,0.623,86
715435758,3,1231,0.692,4711,0.878,77
715432608,4,953,0.769,1348,1.125,34
715429608,4,1517,1.292,3520,1,66
715424283,5,0,1.369,3059,0.613,50
715423233,3,796,0.722,3539,0.966,57
715421058,3,979,1.255,3346,1.156,69
715418508,2,590,0.693,4399,0.756,72
715416633,4,960,0.709,1847,0.405,59
715415508,3,1870,0.714,4301,0.651,71
715413483,5,1028,0.972,3888,0.604,77
715412583,6,1445,0.75,3815,0.806,65
715411608,3,1112,0.588,2978,0.906,61
715410783,5,572,0.758,2400,0.789,34
715409733,2,0,0.752,2385,0.375,33
715406658,4,596,0.81,2738,0.406,45
715405758,5,0,0.792,2383,0.448,42
715404783,3,1464,0.615,7546,0.63,88
715401633,3,2002,0.669,2111,0.462,38
715400733,6,0,0.747,2116,0.583,38
715399908,5,1465,0.511,4175,0.718,67
715398858,4,1203,0.725,4360,0.857,78
715398033,4,2056,0.607,1212,0.722,31
715396983,2,1769,0.623,8056,0.583,95
715395933,5,2336,0.911,5302,0.892,70
715394883,3,1151,0.594,1852,0.424,47
715393908,3,1445,0.819,4520,0.881,79
715392558,6,0,1.03,2848,0.75,56
715391433,5,1560,0.773,2143,0.783,41
715390608,5,1209,0.727,5311,0.976,81
715389708,4,2517,0.838,1516,0.391,32
715383108,5,2174,0.426,1616,0.515,50
715381533,6,674,1.769,2451,1.292,55
715380483,2,0,0.699,4462,0.786,75
715379133,4,1145,0.809,1954,1.333,42
715378383,4,1893,0.748,3639,1,76
715376508,3,2517,0.625,3493,0.711,65
715374558,5,456,1.126,2483,0.542,74
715372083,3,0,0.66,4796,0.635,85
715371108,3,0,0.358,1632,0.448,42
715369008,1,0,0.722,15331,0.767,106
715367058,5,0,0.721,1780,0.76,44
715366083,2,978,0.773,947,0.571,33
715365183,4,0,0.886,3323,1.097,65
715363908,4,1551,0.544,3658,0.628,70
715362183,3,1043,0.384,1688,0.583,38
715361433,2,994,0.713,4194,0.857,78
715360458,2,1980,0.791,8113,0.5,90
715358283,2,1139,1.025,4509,0.825,73
715357308,3,1424,0.574,3512,0.477,65
715356258,4,1548,0.739,4384,0.857,78
715354983,6,0,0.666,3653,0.674,77
715354008,6,0,0.936,3785,0.7,68
715352883,3,0,0.636,5176,0.479,71
715351983,1,1470,0.796,14334,0.732,97
715347783,3,1524,0.628,3063,0.9,57
715345833,6,2517,0.691,2369,0.75,56
715343883,5,1297,1.037,4693,0.833,66
715341858,6,1289,0.939,1377,0.69,49
715340733,5,0,0.843,4792,0.722,62
715339758,3,1184,0.827,4168,0.6,64
715338783,4,0,0.812,3018,0.778,80
715335558,2,907,0.816,4191,0.761,81
715328658,5,0,0.686,2622,0.628,70
715327683,1,2517,1.022,4996,0.486,55
715322958,4,1506,0.57,3575,0.675,67
715321983,4,1867,0.816,4314,1.027,75
715321008,6,2517,1.052,7866,0.75,63
715319958,5,787,0.763,1312,0.6,32
715318008,4,1914,0.51,1407,0.483,43
715315833,6,2107,0.948,1243,1,24
715315008,6,1555,0.78,3870,0.707,70
715312158,4,2079,0.649,3895,0.788,59
715311183,2,1659,0.842,13557,0.724,100
715310208,3,2129,0.956,2197,0.957,45
715309083,2,0,0.728,4851,0.642,87
715306983,1,0,0.798,2833,0.355,42
715304958,6,0,0.866,3053,0.562,50
715303608,5,1332,0.686,4253,0.884,81
715300683,1,846,0.817,8271,0.88,94
715298808,1,1618,0.72,7570,0.544,88
715297908,4,1125,0.611,2534,0.486,52
715294083,2,0,0.451,1760,0.6,40
715291908,3,2045,0.625,13988,0.84,92
715287708,6,1173,0.607,3769,0.54,77
715281933,3,0,0.689,4401,0.698,73
715279683,5,0,0.529,1679,0.5,39
715278708,5,927,0.985,3851,0.806,65
715277583,3,1209,0.594,2803,0.605,61
715276683,5,1676,0.506,5495,0.816,69
715271733,3,814,0.504,1193,0.346,35
715269483,4,2517,0.743,15473,0.707,128
715268508,3,1399,0.712,14840,0.761,125
715265208,4,812,0.667,3868,0.702,80
715261458,6,0,0.754,2621,0.815,49
715260558,3,0,0.975,7674,0.633,80
715259583,3,1901,0.816,1553,1,38
715257708,4,1687,1.357,2758,0.833,55
715256658,5,688,0.673,3382,1.071,58
715253433,5,1372,0.744,5266,0.795,79
715252383,5,1864,0.664,3595,0.733,52
715250583,3,1138,0.723,4277,0.788,59
715249533,3,0,0.629,13992,0.807,103
715247508,3,1060,0.709,1712,0.609,37
715243458,5,1304,0.708,5047,0.679,94
715241583,3,2517,0.926,1870,0.667,45
715240683,3,1302,0.461,3718,0.61,66
715237683,1,1649,0.748,7802,0.492,88
715236783,4,2517,0.724,4792,0.74,87
715235808,3,1235,0.798,4636,0.705,75
715234008,6,1590,0.802,4216,0.595,67
715233108,4,862,0.772,4121,0.694,83
715232058,5,1434,1.423,1820,0.826,42
715227633,5,0,0.776,4240,0.622,60
715225458,6,1993,0.673,1867,0.767,53
715222533,5,1079,0.554,2340,0.5,36
715220508,4,2517,1.465,2726,0.727,57
715217733,5,792,0.667,2154,0.525,61
715216908,6,1381,0.513,1486,0.143,32
715215108,4,1573,0.902,4899,0.581,68
715212108,5,0,0.686,4565,0.714,84
715210308,3,1212,0.542,1260,0.524,32
715209333,1,1965,0.739,13630,0.699,124
715207458,2,1074,0.514,4802,0.8,90
715206408,5,0,0.934,3264,0.766,83
715205358,4,913,1.059,1750,1.333,35
715204083,3,901,0.898,4990,0.905,80
715203108,2,930,0.885,1050,1.154,28
715200783,6,807,0.831,5209,0.767,76
715199808,6,2070,0.685,15335,0.768,99
715197633,5,1914,0.87,4658,0.722,93
715196508,5,0,0.653,4123,0.762,74
715195383,3,1625,0.662,7649,0.603,101
715194183,3,411,0.833,2423,0.593,43
715193433,4,0,0.675,3889,0.489,67
715192308,6,2094,0.648,1205,0.867,28
715191258,1,1999,0.679,4138,0.561,64
715190283,3,886,1.32,1464,0.556,28
715187733,3,0,0.7,2473,0.484,46
715186608,3,2517,0.741,14565,0.818,120
715183308,2,855,0.728,7190,0.525,93
715182108,6,1912,0.674,4626,0.773,78
715179933,6,0,0.924,4253,0.685,91
715178733,5,1611,0.648,4817,0.75,77
715174983,4,597,0.572,3331,0.675,67
715174158,4,1445,1.033,2588,1,48
715170183,2,2113,0.684,7059,0.577,82
715168983,5,0,0.527,1451,0.194,37
715168008,4,1547,0.923,2398,0.794,61
715165758,3,587,0.821,2862,1.24,56
715162608,4,1323,0.687,2499,0.407,38
715161633,6,2517,0.738,3068,0.711,77
715158483,3,1603,1.167,1437,0.609,37
715156383,6,1533,0.924,1603,0.526,29
715155033,6,975,0.807,5224,0.667,85
715154058,1,2517,0.903,9274,0.857,65
715153158,4,1884,0.924,4254,0.491,79
715150983,2,0,1.04,8898,0.538,60
715148658,1,1039,0.595,4684,0.755,86
715146558,1,0,0.782,2325,0.556,56
715144383,3,2034,0.493,4413,0.886,83
715143333,6,1578,0.66,3910,0.653,81
715140933,5,1459,1.061,3704,0.538,60
715136583,4,942,0.604,4077,0.653,81
715132758,2,2114,0.721,15281,0.724,100
715130808,5,1664,0.73,4912,0.739,80
715129983,1,0,0.876,15079,0.841,116
715129233,6,1634,0.588,4748,0.51,74
715128408,5,863,0.605,4482,0.914,67
715127208,4,2517,0.697,1699,0.846,48
715124958,5,1676,0.566,1306,0.55,31
715123983,3,2517,0.977,5848,0.8,81
715122858,5,0,0.969,5052,0.761,81
715120608,2,1703,0.955,1273,0.588,27
715118058,3,2100,0.584,5274,0.61,66
715117008,4,0,0.677,4596,0.745,82
715113933,2,573,0.973,8165,0.776,87
715109508,3,1427,0.829,5347,0.524,96
715107033,3,1440,0.629,2429,0.453,77
715105908,3,1232,1.04,2507,0.882,64
715102308,5,1277,0.308,2245,0.679,47
715098333,3,761,0.916,4313,0.547,82
715093383,3,1598,0.934,4450,0.545,68
715091208,2,841,0.888,8512,0.679,94
715090008,2,2517,0.711,14875,0.783,107
715085733,3,1999,2.145,2434,1.538,33
715083633,2,1777,0.639,5271,0.854,76
715082133,5,1492,0.744,3407,0.694,61
715080258,3,1093,1.01,4814,0.854,89
715079208,4,2517,0.614,1401,0.458,35
715078383,3,1010,0.421,1667,0.469,47
715077483,4,772,1.451,2250,0.905,40
715076358,4,0,0.981,8463,0.824,62
715074258,5,0,0.758,2067,0.355,42
